Date,Facility,IFR Air Carrier,IFR Air Taxi,IFR GA,IFR Military,VFR Air Carrier,VFR Air Taxi,VFR GA,VFR Military,Local Civil,Local Military
Oct-19,PTK,54,814,"2,431",3,5,84,"2,760",8,"5,873",0
Oct-19,PUB,3,300,524,191,1,533,651,"4,795",320,"11,676"
Oct-19,PVD,"3,210","1,003",626,27,0,24,575,6,569,14
Oct-19,PVU,144,110,741,19,0,15,"3,879",42,"5,072",14
Oct-19,PWA,0,240,"1,212",148,0,50,"1,756",20,"1,079",176
Oct-19,PWK,0,"1,155","1,820",0,0,68,"2,144",14,"1,703",0
Oct-19,PWM,"1,882","1,479",632,41,0,104,738,30,412,0
Oct-19,RAL,0,7,671,0,0,181,"3,416",12,"7,915",0
Oct-19,RAP,366,"1,090",477,22,0,29,807,190,874,82
Oct-19,RBD,0,19,527,10,0,7,"2,404",7,"1,432",14
Oct-19,RDD,24,439,163,22,107,"2,185","1,717",8,"3,665",2
Oct-19,RDG,6,262,584,25,0,73,"1,139",46,"1,828",64
Oct-19,RDM,"1,019",416,191,11,3,59,"3,236",15,"2,236",26
Oct-19,RDU,"12,188","2,107","2,520",58,0,22,"2,391",220,16,16
Oct-19,RFD,"1,867",80,610,71,0,7,638,44,700,46
Oct-19,RHV,0,6,123,1,0,41,"7,965",3,"9,755",0
Oct-19,RIC,"4,020","1,988","1,208",149,0,62,717,188,"1,167",108
Oct-19,RME,0,23,203,64,0,20,610,36,"1,386",188
Oct-19,RNM,0,4,105,0,0,0,"4,539",22,"8,223",12
Oct-19,RNO,"4,372",792,821,101,0,65,"1,980",103,477,19
Oct-19,RNT,41,12,432,0,0,207,"3,080",172,"4,898",140
Oct-19,ROA,540,"1,129",701,48,0,11,696,35,"1,078",16
Oct-19,ROC,"2,316","1,589",885,51,1,24,985,77,"1,258",2
Oct-19,ROG,0,92,623,0,0,3,288,0,90,0
Oct-19,ROW,224,153,274,538,0,155,344,124,444,762
Oct-19,RST,258,"1,058",826,65,0,32,628,16,"1,936",171
Oct-19,RSW,"4,499",305,363,73,22,10,148,25,6,0
Oct-19,RVS,0,111,"1,127",1,0,48,"4,737",18,"3,660",0
Oct-19,RYN,0,0,310,1,0,0,"2,917",88,"4,470","1,210"
Oct-19,RYY,0,355,924,134,0,93,"2,098",38,"2,604",20
Oct-19,SAC,0,54,"1,327",30,0,118,"5,878",28,"4,042",2
Oct-19,SAF,560,433,812,50,0,47,"1,374",116,"2,424",112
Oct-19,SAN,"18,072",854,744,29,3,12,166,47,0,0
Oct-19,SAT,"8,382","1,396","2,609",285,0,253,"1,058",52,9,0
Oct-19,SAV,"2,800","1,469","2,047",412,0,52,"1,162",94,"1,220",130
Oct-19,SAW,68,469,72,12,55,5,319,10,584,8
Oct-19,SBA,907,"1,768","1,125",62,0,44,"2,756",48,"3,708",38
Oct-19,SBN,507,"1,643",812,9,1,38,630,16,830,109
Oct-19,SBP,507,641,541,16,3,82,"2,616",24,"1,622",40
Oct-19,SBY,0,506,201,37,0,84,913,245,"1,032",678
Oct-19,SCK,238,205,817,59,0,211,"1,810",85,"2,713",108
Oct-19,SDF,"12,504","2,027",783,95,0,68,158,47,18,0
Oct-19,SDL,1,"1,482","2,567",8,0,119,"5,357",14,"7,660",0
Oct-19,SDM,4,97,443,53,0,4,"2,320",295,"4,432",282
Oct-19,SEA,"37,859",313,91,2,0,26,52,2,0,0
Oct-19,SEE,0,35,"1,639",76,0,9,"6,689",7,"12,998",12
Oct-19,SFB,"1,801","5,087",625,12,2,"5,073","1,138",2,"16,724",8
Oct-19,SFF,0,76,422,5,0,268,"1,944",1,"2,565",0
Oct-19,SFO,"33,709","4,230",876,28,0,90,254,257,0,0
Oct-19,SGF,812,"1,596","1,056",96,0,486,472,100,994,48
Oct-19,SGJ,0,177,"1,109",66,0,231,"3,307",102,"6,649",137
Oct-19,SGR,0,530,"1,766",0,0,98,"1,716",6,"1,838",16
Oct-19,SHV,883,777,644,226,0,29,580,36,361,58
Oct-19,SIG,0,0,197,0,0,595,"2,979",99,"4,262",46
Oct-19,SJC,"13,150","1,811","1,651",13,0,34,"1,201",6,256,4
Oct-19,SJT,314,308,518,"1,135",0,42,"1,048",568,"1,272","2,220"
Oct-19,SJU,"5,088","2,241",476,81,7,"2,708",608,25,90,3
Oct-19,SLC,"19,404","4,351","1,651",103,2,276,"2,634",141,300,0
Oct-19,SLE,0,88,478,71,0,319,"1,478",140,"1,142",184
Oct-19,SLN,126,205,343,121,0,"1,729",490,60,"3,994",172
Oct-19,SMF,"10,403","1,027",228,31,0,15,394,11,36,28
Oct-19,SMO,0,228,670,8,0,96,"3,961",4,"2,826",0
Oct-19,SMX,30,241,296,30,0,319,"1,359",34,858,112
Oct-19,SNA,"7,670","1,779","3,320",23,4,18,"6,883",96,"7,114",0
Oct-19,SNS,0,50,"1,568",10,0,142,"2,796",43,"2,565",0
Oct-19,SPG,0,2,410,0,0,248,"3,567",18,"4,498",88
Oct-19,SPI,21,368,451,168,0,35,402,18,541,262
Oct-19,SQL,0,232,203,0,0,769,"2,745",8,"2,462",24
Oct-19,SRQ,"1,359",768,"2,008",71,0,125,"2,912",62,"3,185",58
Oct-19,SSF,0,9,438,307,5,472,"2,640",62,"4,783",290
Oct-19,STC,19,17,301,17,0,26,767,118,752,36
Oct-19,STJ,0,17,244,135,0,39,747,121,459,431
Oct-19,STL,"12,598","3,545",538,89,0,123,60,32,36,0
Oct-19,STP,1,440,"1,465",34,0,84,848,57,724,58
Oct-19,STS,642,241,526,16,2,707,"2,826",35,"1,874",36
Oct-19,STT,367,646,89,6,0,"1,543",748,40,303,0
Oct-19,STX,95,507,143,13,0,"1,549",683,13,66,4
Oct-19,SUA,0,440,"1,449",8,0,190,"4,982",6,"3,758",10
Oct-19,SUN,188,297,482,2,4,16,411,0,28,0
Oct-19,SUS,4,"1,075","1,982",94,0,45,"2,312",27,"3,458",0
Oct-19,SUX,4,283,505,237,0,70,266,2,180,96
Oct-19,SWF,321,569,415,149,2,73,820,171,332,318
Oct-19,SWO,8,140,628,59,0,60,"2,166",28,"3,545",52
Oct-19,SYR,"2,546","1,402",618,135,0,43,628,145,295,158
Oct-19,TCL,12,280,842,488,1,26,750,73,"1,259",350
Oct-19,TEB,8,"7,612","7,410",6,0,282,"1,024",12,0,0
Oct-19,TIW,0,37,"1,009",4,0,6,"1,879",12,"3,844",2
Oct-19,TIX,0,16,"1,369",2,0,0,"2,142",2,"4,708",0
Oct-19,TKI,0,177,"1,028",2,0,340,"3,086",3,"9,625",4
Oct-19,TLH,846,769,"1,200",810,0,160,931,118,"1,239",438
Oct-19,TMB,0,176,"2,186",2,0,64,"8,492",8,"9,702",0
Oct-19,TOA,0,57,609,0,0,13,"4,920",4,"6,672",6
Oct-19,TOL,241,361,816,160,0,120,527,18,457,76
Oct-19,TOP,0,33,145,2,0,21,570,0,488,0
Oct-19,TPA,"13,623","1,593","1,445",11,12,42,587,7,0,0
Oct-19,TRI,181,928,694,155,0,26,589,87,702,204
Oct-19,TTD,0,1,71,0,0,78,"1,763",10,"4,632",20
Oct-19,TTN,489,457,"1,007",26,0,4,"3,524",11,"3,969",0
Oct-19,TUL,"2,987","1,354","1,282",769,0,47,826,92,647,168
Oct-19,TUP,10,249,361,560,0,139,"1,180",218,948,800
Oct-19,TUS,"3,093",987,"1,100",864,2,447,"2,047",472,"1,834",326
Oct-19,TVC,742,516,802,49,0,168,"1,720",160,"2,690",282
Oct-19,TWF,6,385,110,12,0,19,819,12,"1,263",32
Oct-19,TXK,0,355,609,26,0,115,402,26,"1,160",30
Oct-19,TYR,288,220,779,6,0,138,806,9,362,2
Oct-19,TYS,"2,247","2,591","2,547",798,0,29,"1,264",175,"1,382",550
Oct-19,TZR,0,12,195,0,0,0,890,7,858,6
Oct-19,UAO,0,32,578,5,0,106,"2,698",3,"2,752",8
Oct-19,UES,0,176,605,0,0,65,"1,654",4,"1,484",6
Oct-19,UGN,0,317,457,4,0,0,"1,623",7,963,0
Oct-19,UNV,29,"1,319",477,6,1,125,794,29,746,22
Oct-19,VCT,0,222,169,647,0,25,353,291,128,"3,132"
Oct-19,VCV,60,40,21,21,9,256,270,78,339,160
Oct-19,VGT,1,213,706,7,0,"1,390","4,605",143,"12,163",10
Oct-19,VNY,22,"2,023","2,983",8,0,98,"8,186",56,"2,992",0
Oct-19,VQQ,59,69,818,500,5,1,839,586,"2,740","2,441"
Oct-19,VRB,10,"2,214","1,485",12,40,"4,733","3,609",1,"11,422",0
Oct-19,WDG,1,65,247,"1,161",0,3,364,548,319,"1,371"
Oct-19,WHP,0,0,32,0,0,0,"2,989",0,"3,617",0
Oct-19,WJF,0,15,113,38,0,52,"2,712",21,"2,002",72
Oct-19,XNA,"2,575",483,412,381,1,25,74,26,10,396
Oct-19,YIP,253,738,"1,105",3,0,5,"1,413",26,"2,249",0
Oct-19,YKM,182,154,350,30,2,24,"1,284",18,"2,136",62
Oct-19,YNG,12,145,560,173,0,19,394,61,308,301
Nov-19,ABE,"1,049",685,"1,106",20,0,38,"1,451",12,"2,969",22
Nov-19,ABI,21,728,791,529,0,16,713,84,754,470
Nov-19,ABQ,"4,732","1,338",940,398,0,606,"1,567",863,"1,037",529
Nov-19,ABY,0,196,350,69,0,10,384,14,201,142
Nov-19,ACK,0,"1,264",446,9,0,"1,360","1,093",10,122,2
Nov-19,ACT,67,341,"1,544",589,0,22,"1,403",48,"1,187",66
Nov-19,ACY,621,323,433,725,2,20,744,464,300,742
Nov-19,ADM,0,16,218,114,0,1,737,59,314,92
Nov-19,ADQ,89,294,20,47,3,212,666,229,118,263
Nov-19,ADS,4,535,"3,075",3,0,56,"6,540",9,358,0
Nov-19,ADW,38,13,158,"1,328",0,21,155,"1,001",2,"2,582"
Nov-19,AEG,0,26,160,16,0,5,"1,657",56,"2,996",58
Nov-19,AEX,213,599,307,128,0,0,0,0,763,169
Nov-19,AFW,860,304,"1,291",531,0,9,"2,770",94,"4,594",159
Nov-19,AGC,0,569,932,6,0,"1,105","1,153",11,"1,052",2
Nov-19,AGS,507,622,739,112,0,55,329,32,472,129
Nov-19,AHN,14,134,932,31,0,29,"1,455",34,"1,734",12
Nov-19,AKN,22,227,6,4,0,318,122,2,68,6
Nov-19,ALB,"1,912","1,485",501,120,0,26,706,166,650,236
Nov-19,ALN,0,313,271,9,0,43,515,7,"1,565",14
Nov-19,ALO,3,115,328,18,0,11,388,93,316,93
Nov-19,ALW,75,44,206,5,0,110,679,1,"1,985",0
Nov-19,AMA,659,522,561,512,1,10,288,74,513,466
Nov-19,ANC,"8,807","3,968",821,198,4,410,"1,725",39,446,24
Nov-19,ANE,0,150,659,0,0,88,"1,337",0,"2,364",0
Nov-19,APA,1,"2,144","2,742",97,0,563,"7,876",83,"12,568",93
Nov-19,APC,0,437,532,5,0,54,"1,737",7,"1,711",32
Nov-19,APF,0,"1,500","3,083",0,0,23,"3,509",5,"2,257",5
Nov-19,ARA,11,14,198,121,0,"1,633",643,24,"2,730",46
Nov-19,ARB,0,44,273,0,0,7,"1,622",4,"3,986",0
Nov-19,ARR,0,47,466,0,0,3,"1,464",4,"2,959",2
Nov-19,ASE,355,268,366,0,0,22,129,4,363,3
Nov-19,ASG,0,46,472,0,0,2,897,0,"1,160",0
Nov-19,ASH,0,26,327,0,0,11,"2,144",0,"3,919",0
Nov-19,ATL,"63,829","6,619",323,34,1,9,183,17,0,0
Nov-19,ATW,658,598,473,9,0,3,453,0,392,0
Nov-19,AUS,"11,726","1,475","2,695",181,0,16,"1,291",220,256,4
Nov-19,AVL,"1,223",815,"1,247",199,0,13,"1,350",77,"1,458",108
Nov-19,AVP,288,823,372,13,0,395,980,18,"3,250",11
Nov-19,AZO,111,600,662,0,0,1,670,5,"1,229",0
Nov-19,BAF,0,20,175,117,0,17,"1,319",135,"1,660",174
Nov-19,BAK,5,69,320,25,0,0,"1,402",25,"1,504",116
Nov-19,BAZ,0,28,516,122,0,127,"1,651",14,"2,662",152
Nov-19,BBG,28,25,185,6,0,21,228,48,0,0
Nov-19,BCT,0,"1,114","1,721",0,0,11,"1,985",2,"2,566",0
Nov-19,BDL,"5,190","1,047",615,64,0,8,352,82,0,0
Nov-19,BDR,0,195,287,0,0,15,"1,542",2,"2,126",0
Nov-19,BED,36,"1,873","2,284",19,0,257,"2,639",13,"3,376",0
Nov-19,BET,224,654,30,6,8,"4,231",922,15,91,2
Nov-19,BFI,528,"1,624","2,428",34,0,398,"3,904",11,"4,507",11
Nov-19,BFL,340,325,691,29,0,271,"3,901",115,"3,189",26
Nov-19,BFM,193,138,459,537,0,70,322,438,226,"2,196"
Nov-19,BGM,6,204,163,7,0,5,414,11,302,14
Nov-19,BGR,183,"1,069",438,490,0,46,372,128,294,162
Nov-19,BHM,"2,735","1,822","2,362",454,6,34,750,106,170,51
Nov-19,BIL,896,"1,963",773,115,0,482,"1,156",14,"1,657",87
Nov-19,BIS,343,800,629,50,0,50,324,97,203,135
Nov-19,BJC,5,481,"1,062",16,0,22,"4,208",58,"7,546",215
Nov-19,BKL,5,403,467,10,0,295,659,6,852,6
Nov-19,BKV,0,74,372,49,0,82,"2,143",85,"2,961",297
Nov-19,BLI,437,231,424,21,1,444,"1,618",9,996,20
Nov-19,BMG,11,75,389,1,0,37,"1,156",0,"1,212",0
Nov-19,BMI,349,161,277,1,0,5,412,0,337,4
Nov-19,BNA,"14,036","2,213","2,290",94,0,25,980,185,0,0
Nov-19,BOI,"4,272",639,"1,633",281,0,148,"2,239",363,"1,756",158
Nov-19,BOS,"29,416","3,759",646,16,0,533,236,21,0,0
Nov-19,BPT,0,197,461,19,0,12,389,29,670,4
Nov-19,BQN,428,239,78,13,0,0,796,351,"1,010",482
Nov-19,BRO,395,591,364,175,0,16,304,6,22,200
Nov-19,BTL,4,104,272,2,0,0,"2,269",9,"4,129",42
Nov-19,BTR,"1,050",648,"1,601",48,0,11,"1,128",26,294,0
Nov-19,BTV,"1,148","1,090",499,50,0,10,"1,067",125,894,35
Nov-19,BUF,"4,013","1,212",518,9,0,89,308,4,0,0
Nov-19,BUR,"4,984","2,323","1,324",16,0,61,"1,545",27,"1,774",0
Nov-19,BVY,0,131,227,15,0,3,"2,122",6,"2,960",6
Nov-19,BWI,"18,958","2,319",794,50,0,27,220,47,0,0
Nov-19,BZN,922,548,675,26,0,53,"2,056",15,"2,728",30
Nov-19,CAE,"1,237","1,523",818,152,0,13,524,19,150,124
Nov-19,CAK,551,"1,584",885,31,0,215,599,56,874,56
Nov-19,CCR,0,246,521,2,17,100,"3,321",11,"3,736",6
Nov-19,CDW,0,25,379,0,0,166,"4,311",86,"3,047",14
Nov-19,CGF,0,376,477,1,0,4,353,0,286,0
Nov-19,CHA,877,"1,229","1,411",462,0,61,795,91,778,258
Nov-19,CHD,0,61,550,0,0,191,"5,368",4,"10,959",17
Nov-19,CHO,494,"1,963","1,360",112,2,309,"1,588",78,"2,158",512
Nov-19,CHS,"4,477","1,281","1,740",754,1,119,731,51,341,410
Nov-19,CIC,0,115,103,18,0,516,"1,385",8,451,44
Nov-19,CID,"1,187","1,025",511,6,1,6,684,10,"1,729",9
Nov-19,CKB,81,137,147,174,0,15,263,38,312,122
Nov-19,CLE,"7,238","2,231",514,8,0,55,44,4,0,0
Nov-19,CLL,17,466,"1,029",726,0,79,"1,188",134,710,298
Nov-19,CLT,"39,827","6,229","1,670",65,0,95,302,11,0,0
Nov-19,CMA,0,265,"1,050",18,0,11,"4,929",40,"7,136",78
Nov-19,CMH,"8,034","1,722","1,293",35,0,58,235,31,0,0
Nov-19,CMI,16,850,350,4,0,516,402,0,"2,496",0
Nov-19,CNO,8,14,"1,551",18,0,17,"5,720",34,"12,240",27
Nov-19,CNW,0,0,289,119,0,0,704,49,"2,276",636
Nov-19,COS,"1,219","1,157",917,427,0,44,"1,922",473,"3,533","1,880"
Nov-19,COU,211,390,438,5,0,88,475,8,414,0
Nov-19,CPR,137,695,386,19,0,55,571,16,574,1
Nov-19,CPS,14,188,515,20,0,941,"1,350",27,"5,125",0
Nov-19,CRE,0,30,434,37,0,38,407,32,112,32
Nov-19,CRG,0,221,"2,427",19,0,6,"3,728",712,"7,252",1
Nov-19,CRP,618,631,728,"2,413",0,59,590,"1,158",38,"1,933"
Nov-19,CRQ,0,387,"2,789",25,0,2,"4,178",6,"5,362",2
Nov-19,CRW,379,724,335,162,0,21,435,71,210,74
Nov-19,CSG,38,231,526,24,0,10,735,14,"1,873",24
Nov-19,CVG,"10,697","2,038",324,1,0,7,75,24,37,0
Nov-19,CWA,8,663,119,3,0,10,101,0,62,6
Nov-19,CWF,13,27,285,583,0,37,313,71,150,558
Nov-19,CXO,0,154,"1,525",12,0,31,"3,495",199,"3,694",100
Nov-19,CXY,0,46,346,4,0,9,867,45,668,104
Nov-19,CYS,55,52,310,98,1,0,50,15,"1,134",569
Nov-19,DAB,536,"3,787","1,482",44,0,"10,211","2,395",24,"9,175",0
Nov-19,DAL,"12,286","2,688","4,210",68,0,119,440,26,0,0
Nov-19,DAY,"1,526","1,514",560,17,0,19,241,3,100,0
Nov-19,DBQ,2,155,339,0,0,6,"1,717",0,"3,471",0
Nov-19,DCA,"19,702","4,213",212,49,1,10,10,190,0,0
Nov-19,DEC,0,373,109,11,0,23,628,251,"1,257",641
Nov-19,DEN,"38,988","11,639",207,6,0,26,53,0,0,0
Nov-19,DET,0,89,370,3,0,10,804,2,"1,822",2
Nov-19,DFW,"51,599","7,396",356,1,0,36,65,7,0,0
Nov-19,DHN,185,65,726,"1,190",0,8,630,456,557,"2,412"
Nov-19,DLH,229,585,827,186,0,226,732,9,"2,325",46
Nov-19,DPA,2,407,"1,268",6,0,1,"2,489",7,"5,749",0
Nov-19,DSM,"2,757",525,"1,232",96,2,20,564,10,356,141
Nov-19,DTN,0,3,438,0,0,37,"1,176",7,"1,466",0
Nov-19,DTO,0,125,672,0,0,4,"4,468",6,"5,510",0
Nov-19,DTS,1,277,"1,107",76,0,38,"1,342",227,868,246
Nov-19,DTW,"26,345","4,765",369,11,0,1,35,0,0,0
Nov-19,DVT,2,537,682,2,1,"4,146","7,024",0,"24,314",0
Nov-19,DWH,0,171,"1,216",46,0,63,"4,135",12,"6,569",16
Nov-19,DXR,0,28,139,0,0,97,"1,838",6,"1,890",16
Nov-19,EAU,2,128,423,2,0,83,357,0,270,0
Nov-19,ECP,837,390,"1,286",251,0,57,831,76,558,520
Nov-19,EGE,110,264,366,26,18,3,493,76,745,134
Nov-19,ELM,238,215,207,2,0,2,24,1,256,0
Nov-19,ELP,"3,523","1,039",694,236,1,187,"1,007",114,553,152
Nov-19,EMT,0,5,225,0,0,27,"2,788",3,"4,340",0
Nov-19,ENA,4,746,24,16,43,825,330,0,"1,022",68
Nov-19,ENW,0,296,172,0,0,5,"1,560",0,"2,666",2
Nov-19,ERI,5,533,258,9,0,13,276,6,389,14
Nov-19,ESN,0,122,331,1,0,183,"1,710",27,"3,624",192
Nov-19,EUG,"1,240",501,637,206,7,26,814,27,"1,136",118
Nov-19,EVB,0,82,"1,054",0,0,1,"3,944",4,"9,458",0
Nov-19,EVV,177,899,581,46,0,94,393,7,892,41
Nov-19,EWB,0,128,185,8,0,173,"1,651",2,"2,368",6
Nov-19,EWN,325,227,214,17,0,47,"1,010",8,"1,872",12
Nov-19,EWR,"28,534","7,349",368,0,0,116,370,51,0,0
Nov-19,EYW,"1,242",364,870,16,0,62,"1,649",20,192,4
Nov-19,FAI,750,"1,065",320,58,1,844,956,69,"1,333",100
Nov-19,FAR,923,"1,853",942,46,0,174,448,71,"1,555",271
Nov-19,FAT,"1,837",662,884,158,0,198,"2,326",135,961,152
Nov-19,FAY,349,351,484,258,0,7,593,29,542,254
Nov-19,FCM,0,169,"1,520",0,0,6,"2,146",11,"3,915",0
Nov-19,FDK,0,62,267,1,0,104,"2,741",24,"5,071",16
Nov-19,FFZ,3,261,280,0,0,"5,557","4,652",178,"17,874",0
Nov-19,FIN,0,17,555,5,0,2,"3,919",47,"12,390",100
Nov-19,FLG,236,230,173,18,13,473,"1,266",30,626,2
Nov-19,FLL,"22,577","2,334","1,755",33,0,385,547,27,0,0
Nov-19,FLO,4,202,360,78,0,21,587,8,215,55
Nov-19,FMN,0,271,83,12,0,248,938,13,"1,612",78
Nov-19,FMY,0,371,"2,097",0,0,16,"4,033",4,"5,162",0
Nov-19,FNT,419,536,517,20,1,14,627,11,360,0
Nov-19,FOE,23,24,164,346,0,1,197,178,56,660
Nov-19,FOK,1,145,382,20,0,20,"1,414",138,"1,078",674
Nov-19,FPR,0,941,"1,811",1,0,316,"3,867",3,"9,558",0
Nov-19,FRG,11,680,"1,114",1,0,693,"6,994",26,"8,061",0
Nov-19,FSD,"1,140","1,761","1,148",201,0,90,401,14,318,72
Nov-19,FSM,105,294,457,211,0,22,601,56,490,70
Nov-19,FTG,0,5,460,2,0,66,"2,007",30,"3,498",45
Nov-19,FTW,14,823,"2,541",122,0,160,"3,625",20,"6,144",88
Nov-19,FTY,0,340,"1,405",3,0,0,"1,013",0,"2,190",0
Nov-19,FUL,0,0,585,0,0,8,"3,081",0,"2,033",0
Nov-19,FWA,688,866,446,109,0,20,442,76,276,4
Nov-19,FWS,0,43,231,0,0,70,"1,941",0,"2,792",0
Nov-19,FXE,10,"1,162","3,113",8,0,293,"5,068",15,"3,665",0
Nov-19,FYV,0,153,460,26,0,44,726,30,504,78
Nov-19,GCK,4,209,282,18,0,7,272,13,176,38
Nov-19,GCN,0,95,77,16,14,"3,446",264,11,183,27
Nov-19,GEG,"3,881",807,359,133,1,17,206,37,387,140
Nov-19,GEU,0,11,90,0,0,2,"2,300",0,"4,762",0
Nov-19,GFK,105,"1,599",380,10,0,"4,932",462,6,"14,319",0
Nov-19,GGG,6,313,666,185,1,840,587,19,"2,845",42
Nov-19,GJT,565,643,320,101,0,39,"1,146",35,874,88
Nov-19,GKY,4,114,738,1,0,1,"2,705",3,"3,882",0
Nov-19,GLH,0,133,86,25,0,27,411,21,58,372
Nov-19,GLS,0,148,179,34,0,538,732,28,534,44
Nov-19,GMU,0,527,489,9,0,294,"2,421",55,"1,474",30
Nov-19,GNV,321,564,"1,572",227,0,20,"2,206",86,"1,061",138
Nov-19,GON,0,99,443,20,0,20,"1,450",79,"1,120",24
Nov-19,GPI,318,351,254,21,0,3,413,18,378,80
Nov-19,GPM,0,0,99,0,0,1,"2,985",80,"4,521",383
Nov-19,GPT,692,288,476,"1,654",0,33,395,283,434,538
Nov-19,GRB,781,508,790,52,0,6,573,23,650,50
Nov-19,GRI,41,228,161,10,0,11,326,15,186,46
Nov-19,GRR,"3,108",921,"1,297",22,1,54,477,5,"1,676",10
Nov-19,GSN,546,118,130,6,0,"2,026","2,766",3,2,0
Nov-19,GSO,"2,330","2,082","1,145",108,0,31,935,21,745,17
Nov-19,GSP,"2,457",949,499,198,1,37,209,25,85,51
Nov-19,GTF,310,889,232,79,0,41,208,68,206,58
Nov-19,GTR,4,257,189,951,0,76,545,322,482,"1,076"
Nov-19,GTU,0,23,878,8,0,3,"3,508",4,"4,990",4
Nov-19,GUM,"1,931",58,205,78,0,6,"1,580",43,"1,754",6
Nov-19,GYH,0,230,95,35,0,452,918,278,"1,370",142
Nov-19,GYI,0,91,197,2,0,7,"1,797",7,"1,608",0
Nov-19,GYR,15,44,197,3,0,236,"3,820",234,"6,053",68
Nov-19,GYY,46,179,606,6,0,8,369,30,300,14
Nov-19,HEF,0,374,"1,082",24,0,575,"1,705",33,"3,001",40
Nov-19,HFD,0,28,239,4,0,5,"2,030",10,"2,021",16
Nov-19,HGR,26,47,261,137,0,112,"1,206",258,985,74
Nov-19,HHR,0,293,503,1,0,107,"2,412",15,"2,634",1
Nov-19,HIO,0,339,"1,281",5,0,3,"3,708",1,"5,233",0
Nov-19,HKS,0,59,412,41,0,113,398,94,"1,068",194
Nov-19,HKY,4,188,184,2,0,125,"1,184",62,418,0
Nov-19,HLG,0,51,39,28,0,27,491,101,200,398
Nov-19,HLN,252,263,138,13,1,77,839,111,"2,052",64
Nov-19,HND,0,201,970,2,0,"1,555","2,219",11,"1,055",0
Nov-19,HNL,"13,640","2,778",588,"1,062",0,"4,491","3,172",214,1,6
Nov-19,HOB,0,167,100,0,0,81,340,2,22,0
Nov-19,HOU,"10,137","1,899","3,100",22,0,88,973,44,0,0
Nov-19,HPN,"1,706","3,484","2,879",0,0,283,"3,374",8,"1,402",0
Nov-19,HQZ,0,11,226,0,0,83,"1,631",12,"4,086",0
Nov-19,HRL,578,309,262,147,0,4,497,55,657,914
Nov-19,HSA,0,8,132,735,0,2,473,530,555,"1,166"
Nov-19,HSV,"1,309",886,466,605,0,10,701,179,312,820
Nov-19,HTS,151,278,182,9,0,17,206,13,26,20
Nov-19,HUF,0,49,487,12,0,104,"1,501",3,"2,209",0
Nov-19,HUM,0,863,319,0,0,"2,329",828,8,496,8
Nov-19,HUT,0,19,179,101,0,39,449,17,814,166
Nov-19,HVN,169,190,302,0,2,110,545,12,964,2
Nov-19,HWD,0,78,631,1,0,31,"2,713",11,"6,206",0
Nov-19,HWO,0,0,698,0,0,0,"7,630",0,"13,179",0
Nov-19,HXD,314,342,782,12,0,14,862,30,274,14
Nov-19,HYA,43,682,246,5,0,"1,619","1,537",5,863,2
Nov-19,HYI,0,91,879,29,0,19,"2,043",14,"2,262",34
Nov-19,IAD,"15,344","6,941","2,556",19,1,9,80,6,0,0
Nov-19,IAG,92,40,216,186,0,5,225,18,316,74
Nov-19,IAH,"31,522","7,496",687,1,0,34,63,12,0,0
Nov-19,ICT,"1,402","1,569","1,810","1,085",9,94,976,167,924,608
Nov-19,IDA,123,381,256,11,0,60,835,22,684,28
Nov-19,IFP,128,7,33,3,4,153,481,20,60,18
Nov-19,ILG,2,347,831,70,0,20,"1,168",189,"1,018",274
Nov-19,ILM,759,"1,049","1,119",405,0,24,"1,091",67,789,207
Nov-19,IND,"10,304","2,086",992,37,0,"2,512",274,5,0,0
Nov-19,INT,4,653,450,7,0,193,"1,097",30,960,0
Nov-19,IPT,0,145,148,7,0,83,547,16,444,20
Nov-19,ISM,0,296,"2,351",4,0,125,"3,556",4,"4,478",2
Nov-19,ISO,15,11,245,208,0,16,331,52,404,531
Nov-19,ISP,"1,071",333,999,26,0,266,"3,651",127,"6,422",122
Nov-19,ITH,20,522,170,0,0,32,466,0,"1,498",0
Nov-19,ITO,"1,269",246,77,87,4,24,"1,595",61,695,214
Nov-19,IWA,"1,084",529,"1,087",100,0,"3,396","4,120",117,"15,060",73
Nov-19,IXD,0,201,695,41,0,111,"1,608",100,"2,602",46
Nov-19,JAC,314,356,256,4,0,12,156,5,8,0
Nov-19,JAN,862,697,540,471,1,61,83,108,36,"1,310"
Nov-19,JAX,"5,532","1,143",893,226,1,112,136,34,8,264
Nov-19,JEF,0,28,327,10,0,65,823,59,"1,157",26
Nov-19,JFK,"32,127","2,345",307,25,1,333,"1,040",34,0,0
Nov-19,JLN,1,285,238,8,0,73,563,19,882,0
Nov-19,JNU,550,212,53,5,3,"1,792",379,33,305,20
Nov-19,JQF,331,267,"1,112",13,1,301,"3,313",50,"2,478",2
Nov-19,JRF,0,0,71,128,0,1,"1,285",294,"9,312",909
Nov-19,JVL,0,415,177,6,0,15,"1,492",3,"1,446",10
Nov-19,JXN,0,43,246,1,0,2,"1,297",3,"1,346",0
Nov-19,KOA,"2,680",346,235,164,0,"1,461","1,450",137,"4,368",536
Nov-19,LAF,7,160,575,2,0,4,"3,235",0,"6,947",0
Nov-19,LAL,0,124,"1,850",93,0,0,"3,666",34,"5,105",160
Nov-19,LAN,258,"1,097",463,21,0,5,386,6,178,6
Nov-19,LAS,"30,582","3,057","3,212",48,0,"7,278",337,22,0,0
